01/22/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,180,7560,10-30%,20.0%,1,4,TK-4507 Waste Water Tank,YES,5719,0.02,80%,0.85,500,TK-4507 Waste Water Tank,NO,19444,9.72,YES,25.16,387.27,<0.011,<0.011,-,
01/22/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,33,1386,<10%,10.0%,,3.52,TK-60 Equalization Tank Aqueous,NO,#VALUE!,#VALUE!,90%,0.85,1230,TK-60 Equalization Tank,NO,4010,4.93,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
01/23/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,>90%,90.0%,1,2.51,All Groundwater,YES,715,<0.01,10%,0.76,12833.75,Remediation Oil,YES,61,0.78,YES,0.78,1007.12,<0.001,<0.001,-,
01/23/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,25,1050,>90%,90.0%,1,2.51,All Groundwater,YES,3574,<0.01,10%,0.76,12833.75,Remediation Oil,YES,304,3.9,YES,3.88,1007.12,<0.001,<0.001,-,
01/23/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N - Monitoring Trenches North of Pond/Swale,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,4,168,>90%,90.0%,1,2.51,All Groundwater,YES,572,<0.01,10%,0.76,12833.75,Remediation Oil,YES,49,0.62,YES,0.62,1007.12,<0.001,<0.001,-,
01/23/2013,LV-3,PLANT 3 - WASHPAD,PLANT 3 - WASHPAD SUMP,SLUDGE AND WATER,PLANT 1 - DOOLEYS PAD/ROLL OFF BOX,NO,Uncontrolled,NO,YES,50,2100,50-70%,60.0%,1,0.42,Sludge,NO,4766,<0.01,40%,0.96,42,Sludge,NO,3034,0.13,YES,7.8,16.59,<0.001,<0.001,<0.001,
01/23/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,SOUR WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,15,630,>90%,90.0%,1,1.39,Sour Water,NO,2145,<0.01,10%,0.75,139,Sour Water,NO,179,0.02,YES,2.32,11.98,<0.001,<0.001,<0.001,
01/23/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,>90%,95.5%,1,24,Crude,NO,759,0.02,5%,0.79,2400,Crude,NO,28,0.07,YES,0.79,109.27,<0.001,<0.001,-,
01/23/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,45,1890,>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,6827,<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,270,<0.01,YES,7.1,0.48,<0.001,<0.001,<0.001,
01/23/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - CRUDE UNLOADING SUMP,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,2,84,>90%,90.0%,1,24,Crude,NO,286,<0.01,10%,0.79,2400,Crude,NO,25,0.06,YES,0.31,215.73,<0.001,<0.001,<0.001,
01/23/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,SOUR WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,4,168,>90%,90.0%,1,1.39,Sour Water,NO,572,<0.01,10%,0.75,139,Sour Water,NO,48,<0.01,YES,0.62,11.98,<0.001,<0.001,<0.001,
01/23/2013,LV-2,PLANT 1 - UNIT 012 - RAIL ROAD TANK CAR LOADING ,PLANT 1 - METER PROVING,GASOLINE,PLANT 1 - TANK 58,YES,TO,NO,NO,5,210,<10%,10.0%,1,360,Gasoline,NO,79,0.03,90%,0.77,36000,Gasoline,NO,553,19.89,YES,0.63,31520.92,0.02,0.02,-,
01/23/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,45,1890,>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,2152.08,"Spider Sump, Oil Layer",NO,571,1.23,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
01/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,60,2520,<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,953,0.01,90%,0.83,1616.67,TK-4516 Slop Oil Tank,YES,7117,11.51,YES,8.07,1426.97,0.01,0.01,-,
01/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - SAMPLE POINTS - ENVIRONMENTAL,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,15,630,>90%,90.0%,,4,TK-4507 Waste Water Tank,NO,#VALUE!,#VALUE!,10%,0.85,500,TK-4507 Waste Water Tank,NO,203,0.1,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
01/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - OLD APIs CHEMICAL CONTAINMENT,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,1,42,99%,99.0%,1,0.02,Stripped Sour Water,YES,157,<0.01,1%,0.85,2.88,Stripped Sour Water,NO,1,<0.01,YES,0.16,0.05,<0.001,<0.001,<0.001,
01/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CENTRIFUGE GOOD OIL TANK,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,35,1470,<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,556,<0.01,90%,0.83,1616.67,TK-4516 Slop Oil Tank,YES,4152,6.71,YES,4.71,1426.97,<0.011,<0.011,-,
01/23/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4504 - DGF,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,25,1050,10-30%,20.0%,1,4,TK-4507 Waste Water Tank,YES,794,<0.01,80%,0.85,500,TK-4507 Waste Water Tank,NO,2701,1.35,YES,3.49,387.27,<0.001,<0.001,-,
01/23/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,20,840,99%,95.5%,1,24,Crude,NO,3034,0.07,5%,0.79,2400,Crude,NO,113,0.27,YES,3.15,109.27,<0.001,<0.001,-,
01/23/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,5,210,99%,99.0%,1,24,Crude,NO,786,0.02,1%,0.79,2400,Crude,NO,6,0.02,YES,0.79,42.81,<0.001,<0.001,<0.001,
01/23/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 57 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,1,42,99%,95.5%,1,0.6,Jet,NO,152,<0.01,5%,0.79,60,Jet,NO,6,<0.01,YES,0.16,2.74,<0.001,<0.001,-,
01/23/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 62 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,2,84,99%,95.5%,1,0.6,Jet,NO,303,<0.01,5%,0.79,60,Jet,NO,11,<0.01,YES,0.31,2.74,<0.001,<0.001,-,
01/23/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 45 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,15,630,99%,95.5%,1,0.02,Diesel,NO,2276,<0.01,5%,0.86,2,Diesel,NO,92,<0.01,YES,2.37,0.1,<0.001,<0.001,<0.001,
01/23/2013,LV-5,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,60,2520,99%,99.0%,1,14.97,T-101 Underground Storage Tank Aqueous,YES,9436,0.14,1%,0.86,2055,T-101 Underground Storage Tank Oil,NO,82,0.17,YES,9.52,32.6,<0.001,-,-,
01/24/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,>90%,90.0%,1,2.51,All Groundwater,YES,715,<0.01,10%,0.76,12833.75,Remediation Oil,YES,61,0.78,YES,0.78,1007.12,<0.001,<0.001,-,
01/24/2013,LV-7,METRO,Metro - West of the ditch,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,62,2604,99%,99.0%,1,2.51,All Groundwater,YES,9751,0.02,1%,0.76,12833.75,Remediation Oil,YES,75,0.97,YES,9.83,100.84,<0.001,<0.001,<0.001,
01/24/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,33,1386,>90%,90.0%,1,2.51,All Groundwater,YES,4718,0.01,10%,0.76,12833.75,Remediation Oil,YES,401,5.14,YES,5.12,1007.12,<0.011,<0.011,-,
01/24/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,5,210,>90%,90.0%,1,38.67,Denver Truck Terminal Aqueous,YES,715,0.03,10%,0.77,6163.33,Denver Truck Terminal Oil,YES,61,0.38,YES,0.78,520.21,<0.001,-,-,
01/24/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,DIESEL AND GAS,PLANT 2 - TANK 20,NO,TANK 20,YES,NO,45,1890,<10%,10.0%,1,38.67,Denver Truck Terminal Aqueous,YES,715,0.03,90%,0.77,6163.33,Denver Truck Terminal Oil,YES,4941,30.45,YES,5.66,5389.23,0.03,-,-,
01/24/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT LINE DRAIN,SOUR WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,10,420,>90%,90.0%,1,1.39,Sour Water,NO,1430,<0.01,10%,0.75,139,Sour Water,NO,119,0.02,YES,1.55,11.98,<0.001,<0.001,<0.001,
01/24/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - DRUM D-292 CONTAINMENT CONDENSATE,WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,<0.01,Stormwater,NO,1573,<0.01,1%,0.85,0.03,Stormwater,NO,14,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
01/24/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 62 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,4,168,>90%,95.5%,1,0.02,Diesel,NO,607,<0.01,5%,0.86,2,Diesel,NO,25,<0.01,YES,0.63,0.1,<0.001,<0.001,<0.001,
01/24/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 72 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,3,126,>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,455,<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,18,<0.01,YES,0.47,0.48,<0.001,<0.001,<0.001,
01/24/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 74 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,3,126,>90%,95.5%,1,0.6,Jet,NO,455,<0.01,5%,0.79,60,Jet,NO,17,<0.01,YES,0.47,2.74,<0.001,<0.001,<0.001,
01/24/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,30,1260,>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,4551,<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,180,<0.01,YES,4.73,0.48,<0.001,<0.001,<0.001,
01/24/2013,LV-2,PLANT 1 - UNIT 012 - RAIL ROAD TANK CAR LOADING ,PLANT 1 - METER PROVING,GASOLINE,PLANT 1 - TANK 58,YES,TO,NO,NO,10,420,<10%,10.0%,1,360,Gasoline,NO,159,0.06,90%,0.77,36000,Gasoline,NO,1105,39.79,YES,1.26,31520.92,0.04,0.04,-,
01/24/2013,LV-8,DENVER TRUCK TERMINAL,PLANT 1 - PIPELINE,DIESEL AND GAS,PLANT 2 - TANK 20,YES,TANK 20,NO,NO,27,1134,<10%,10.0%,1,110.13,Post-GBR Gasoline,NO,429,0.05,90%,0.75,11012.5,Post-GBR Gasoline,NO,2895,31.88,YES,3.32,9605.74,0.03,0.03,-,
01/24/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,56,2352,99%,95.5%,1,24,Crude,NO,8496,0.2,5%,0.79,2400,Crude,NO,316,0.76,YES,8.81,109.27,<0.001,<0.001,-,
01/24/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE SETTLER,OIL,PLANT 2 - TANK 20,NO,TANK 20,YES,NO,60,2520,<10%,10.0%,1,2.91,Waste Water Settler Aqueous,YES,953,<0.01,90%,0.82,332,Waste Water Settler Oil,YES,7054,2.34,YES,8.01,292.83,<0.001,-,-,
01/24/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - MIDDLE API,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,15,630,99%,99.0%,1,3.32,Slop Oil Tank 20,NO,2359,<0.01,1%,0.82,332,Slop Oil Tank 20,NO,20,<0.01,YES,2.38,6.03,<0.001,<0.001,<0.001,
01/24/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,300,12600,<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,4766,0.05,90%,0.83,1616.67,TK-4516 Slop Oil Tank,YES,35586,57.53,YES,40.35,1426.97,0.06,0.06,-,
01/24/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,120,5040,>90%,90.0%,1,4,TK-4507 Waste Water Tank,YES,17157,0.07,10%,0.85,500,TK-4507 Waste Water Tank,NO,1620,0.81,YES,18.78,46.8,<0.001,<0.001,-,
01/24/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,240,10080,10-30%,20.0%,1,4,TK-4507 Waste Water Tank,YES,7625,0.03,80%,0.85,500,TK-4507 Waste Water Tank,NO,25925,12.96,YES,33.55,387.27,0.01,0.01,-,
01/24/2013,LV-106,UNIT 37 PLANT 1,UNIT 37 PLANT 1,RO WATER,PLANT 3 T/A FRACS,NO,Uncontrolled,NO,YES,60,2520,99%,99.0%,1,-0-,Boiler Feed Water,NO,9436,-0-,1%,0.85,-0-,Boiler Feed Water,NO,81,-0-,YES,9.52,-0.00-,-0.00-,-0.00-,-0.00-,
01/24/2013,LV-106 ,UNIT 37 PLANT 1,UNIT 37 PLANT 1,RO WATER,PLANT 3 T/A FRACS,NO,Uncontrolled,NO,YES,60,2520,99%,99.0%,1,-0-,Boiler Feed Water,NO,9436,-0-,1%,0.85,-0-,Boiler Feed Water,NO,81,-0-,YES,9.52,-0.00-,-0.00-,-0.00-,-0.00-,
01/24/2013,LV-106,UNIT 37 PLANT 1,UNIT 37 PLANT 1,RO WATER,PLANT 3 T/A FRACS,NO,Uncontrolled,NO,YES,60,2520,99%,99.0%,1,-0-,Boiler Feed Water,NO,9436,-0-,1%,0.85,-0-,Boiler Feed Water,NO,81,-0-,YES,9.52,-0.00-,-0.00-,-0.00-,-0.00-,
01/24/2013,LV-3,UNIT 37 PLANT 1,UNIT 37 PLANT 1,RO WATER,PLANT 3 T/A FRACS,NO,Uncontrolled,NO,YES,60,2520,99%,99.0%,1,-0-,Boiler Feed Water,NO,9436,-0-,1%,0.85,-0-,Boiler Feed Water,NO,81,-0-,YES,9.52,-0.00-,-0.00-,-0.00-,-0.00-,
01/24/2013,LV-106,UNIT 37 PLANT 1,UNIT 37 PLANT 1,RO WATER,PLANT 3 T/A FRACS,NO,Uncontrolled,NO,YES,60,2520,99%,99.0%,1,-0-,Boiler Feed Water,NO,9436,-0-,1%,0.85,-0-,Boiler Feed Water,NO,81,-0-,YES,9.52,-0.00-,-0.00-,-0.00-,-0.00-,
01/25/2013,V-106,UNIT 37 PLANT 1,UNIT 37 PLANT 1,RO WATER,PLANT 3 T/A FRACS,NO,Uncontrolled,NO,YES,60,2520,99%,99.0%,1,-0-,Boiler Feed Water,NO,9436,-0-,1%,0.85,-0-,Boiler Feed Water,NO,81,-0-,YES,9.52,-0.00-,-0.00-,-0.00-,-0.00-,
01/25/2013,LV-3,UNIT 37 PLANT 1,UNIT 37 PLANT 1,RO WATER,PLANT 3 T/A FRACS,NO,Uncontrolled,NO,YES,60,2520,99%,99.0%,1,-0-,Boiler Feed Water,NO,9436,-0-,1%,0.85,-0-,Boiler Feed Water,NO,81,-0-,YES,9.52,-0.00-,-0.00-,-0.00-,-0.00-,
01/25/2013,V-106,UNIT 37 PLANT 1,UNIT 37 PLANT 1,RO WATER,PLANT 3 T/A FRACS,NO,Uncontrolled,NO,YES,60,2520,99%,99.0%,1,-0-,Boiler Feed Water,NO,9436,-0-,1%,0.85,-0-,Boiler Feed Water,NO,81,-0-,YES,9.52,-0.00-,-0.00-,-0.00-,-0.00-,
01/25/2013,LV-3,UNIT 37 PLANT 1,UNIT 37 PLANT 1,RO WATER,PLANT 3 T/A FRACS,NO,Uncontrolled,NO,YES,60,2520,99%,99.0%,1,-0-,Boiler Feed Water,NO,9436,-0-,1%,0.85,-0-,Boiler Feed Water,NO,81,-0-,YES,9.52,-0.00-,-0.00-,-0.00-,-0.00-,
01/25/2013,V-106,UNIT 37 PLANT 1,UNIT 37 PLANT 1,RO WATER,PLANT 3 T/A FRACS,NO,Uncontrolled,NO,YES,60,2520,99%,99.0%,1,-0-,Boiler Feed Water,NO,9436,-0-,1%,0.85,-0-,Boiler Feed Water,NO,81,-0-,YES,9.52,-0.00-,-0.00-,-0.00-,-0.00-,
01/25/2013,LV-3,UNIT 37 PLANT 1,UNIT 37 PLANT 1,RO WATER,PLANT 3 T/A FRACS,NO,Uncontrolled,NO,YES,60,2520,99%,99.0%,1,-0-,Boiler Feed Water,NO,9436,-0-,1%,0.85,-0-,Boiler Feed Water,NO,81,-0-,YES,9.52,-0.00-,-0.00-,-0.00-,-0.00-,
01/25/2013,V-106,UNIT 37 PLANT 1,UNIT 37 PLANT 1,RO WATER,PLANT 3 T/A FRACS,NO,Uncontrolled,NO,YES,60,2520,99%,99.0%,1,-0-,Boiler Feed Water,NO,9436,-0-,1%,0.85,-0-,Boiler Feed Water,NO,81,-0-,YES,9.52,-0.00-,-0.00-,-0.00-,-0.00-,
01/25/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,24,1008,>90%,90.0%,1,2.51,All Groundwater,YES,3431,<0.01,10%,0.76,12833.75,Remediation Oil,YES,291,3.74,YES,3.72,1007.12,<0.001,<0.001,-,
01/25/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,4,168,99%,99.0%,1,2.51,All Groundwater,YES,629,<0.01,1%,0.76,12833.75,Remediation Oil,YES,5,0.06,YES,0.63,100.84,<0.001,<0.001,-,
01/25/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT ,WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,2,84,99%,99.0%,1,<0.01,Stormwater,NO,315,<0.01,1%,0.85,0.03,Stormwater,NO,3,<0.01,YES,0.32,<0.001,<0.001,<0.001,<0.001,
01/25/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,45,1890,>90%,95.5%,1,24,Crude,NO,6827,0.16,5%,0.79,2400,Crude,NO,254,0.61,YES,7.08,109.27,<0.001,<0.001,-,
01/25/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 58 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,20,840,>90%,95.5%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,3034,0.03,5%,0.83,1616.67,TK-4516 Slop Oil Tank,YES,119,0.19,YES,3.15,70.93,<0.001,<0.001,-,
01/25/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,25,1050,>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,3793,<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,150,<0.01,YES,3.94,0.48,<0.001,<0.001,<0.001,
01/25/2013,LV-2,PLANT 1 - UNIT 012 - RAIL ROAD TANK CAR LOADING ,PLANT 1 - METER PROVING,DIESEL,PLANT 1 - TANK 58,YES,TO,NO,NO,17,714,<10%,10.0%,1,0.02,Diesel,NO,270,<0.01,90%,0.86,2,Diesel,NO,2090,<0.01,YES,2.36,1.77,<0.001,<0.001,-,
01/25/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,45,1890,>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,2152.08,"Spider Sump, Oil Layer",NO,571,1.23,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
01/25/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,55,2310,99%,95.5%,1,24,Crude,NO,8344,0.2,5%,0.79,2400,Crude,NO,311,0.75,YES,8.65,109.27,<0.001,<0.001,-,
01/25/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 26 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,99%,95.5%,1,24,Crude,NO,759,0.02,5%,0.79,2400,Crude,NO,28,0.07,YES,0.79,109.27,<0.001,<0.001,-,
01/25/2013,LV-8,DENVER TRUCK TERMINAL,PLANT 1 - PIPELINE,DIESEL AND GAS,PLANT 2 - TANK 20,YES,TANK 20,NO,NO,12,504,<10%,10.0%,1,110.13,Post-GBR Gasoline,NO,191,0.02,90%,0.75,11012.5,Post-GBR Gasoline,NO,1287,14.17,YES,1.48,9605.74,0.01,0.01,-,
01/25/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,240,10080,<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,3813,0.04,90%,0.83,1616.67,TK-4516 Slop Oil Tank,YES,28468,46.02,YES,32.28,1426.97,0.05,0.05,-,
01/25/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,2,84,<10%,10.0%,,3.52,TK-60 Equalization Tank Aqueous,NO,#VALUE!,#VALUE!,90%,0.85,1230,TK-60 Equalization Tank,NO,243,0.3,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
01/25/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,60,2520,>90%,90.0%,1,4,TK-4507 Waste Water Tank,YES,8578,0.03,10%,0.85,500,TK-4507 Waste Water Tank,NO,810,0.41,YES,9.39,46.8,<0.001,<0.001,-,
01/25/2013,LV-5,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,60,2520,>90%,90.0%,1,14.97,T-101 Underground Storage Tank Aqueous,YES,8578,0.13,10%,0.86,2055,T-101 Underground Storage Tank Oil,NO,823,1.69,YES,9.4,193.47,<0.001,-,-,
01/25/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,DIESEL,PLANT 1 - TANK 778 FRAC TANK,NO,Uncontrolled,NO,YES,60,2520,<10%,10.0%,1,0.1,Ultra Low Sulfur Diesel,NO,953,<0.01,90%,0.84,10,Ultra Low Sulfur Diesel,NO,7197,0.07,YES,8.15,8.84,<0.001,<0.001,<0.001,
01/25/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,DIESEL,PLANT 1 - TANK 778 FRAC TANK,NO,Uncontrolled,NO,YES,60,2520,<10%,10.0%,1,0.1,Ultra Low Sulfur Diesel,NO,953,<0.01,90%,0.84,10,Ultra Low Sulfur Diesel,NO,7197,0.07,YES,8.15,8.84,<0.001,<0.001,<0.001,
